facility_id,unplanned_score_edac_30_ami,unplanned_score_edac_30_hf,unplanned_score_edac_30_pn,unplanned_score_hybrid_hwr,unplanned_score_op_32,unplanned_score_op_35_adm,unplanned_score_op_35_ed,unplanned_score_op_36,unplanned_score_readm_30_ami,unplanned_score_readm_30_cabg,unplanned_score_readm_30_copd,unplanned_score_readm_30_hf,unplanned_score_readm_30_hip_knee,unplanned_score_readm_30_pn,unplanned_flag_edac_30_ami,unplanned_flag_edac_30_hf,unplanned_flag_edac_30_pn,unplanned_flag_hybrid_hwr,unplanned_flag_op_32,unplanned_flag_op_35_adm,unplanned_flag_op_35_ed,unplanned_flag_op_36,unplanned_flag_readm_30_ami,unplanned_flag_readm_30_cabg,unplanned_flag_readm_30_copd,unplanned_flag_readm_30_hf,unplanned_flag_readm_30_hip_knee,unplanned_flag_readm_30_pn
390097,18.2,15.1,-1.4,15.6,12.4,12.4,4.5,1.0,14.1,,18.0,20.7,5.2,15.5,average days per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
39009F,-23.7,5.1,-6.2,14.5,,,,,13.1,,18.2,19.8,5.3,14.8,fewer days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390100,6.3,-32.8,-8.9,13.9,11.8,11.9,6.0,1.0,14.3,11.6,17.2,16.5,4.5,14.5,average days per 100 discharges,fewer days than average per 100 discharges,fewer days than average per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,better than the national rate,no different than the national rate,no different than the national rate
390101,-11.0,-0.4,-3.9,14.8,11.1,,,1.1,13.5,,17.7,20.0,5.5,16.8,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390102,,15.9,-4.7,15.3,12.8,9.8,4.8,0.9,,,18.3,20.3,7.1,15.8,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390107,7.6,-8.9,-15.8,14.4,13.2,7.9,4.8,1.1,14.0,11.4,18.2,19.9,4.5,15.2,average days per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390110,-18.2,-2.4,44.3,15.3,12.7,8.9,4.4,0.9,13.0,10.1,18.6,19.6,,18.4,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390111,9.8,5.8,55.6,14.4,11.5,10.4,3.6,0.8,13.8,10.9,16.9,18.7,,17.3,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,better than the national rate,better than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390112,,14.2,60.8,15.5,12.9,,,,13.6,,,20.2,5.2,16.4,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate
390113,17.0,-7.2,-0.8,14.7,11.4,11.1,6.4,0.8,13.3,,17.0,19.9,3.5,15.4,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390114,,-14.8,-40.2,15.7,12.1,11.7,4.7,1.0,,,,19.1,6.0,15.5,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate
390115,32.9,49.8,26.6,15.4,12.3,14.1,6.0,0.9,14.7,11.6,20.2,24.0,5.2,17.1,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,no different than the national rate
390116,,35.0,-42.2,15.2,,,,,,,,20.3,,15.6,number of cases too small,more days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,,no different than the national rate
390117,,-76.2,-11.3,14.4,12.5,10.1,5.1,1.0,,,17.5,17.9,,16.0,number of cases too small,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
390123,,-4.0,19.9,15.4,12.0,11.5,5.2,1.0,13.0,,18.4,19.5,5.4,16.1,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390125,12.9,-31.1,0.3,14.3,13.2,10.9,5.0,1.1,13.5,,17.9,19.0,5.7,15.6,average days per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390127,20.1,25.4,20.7,15.5,12.3,10.1,5.4,1.0,15.6,,18.5,21.4,,18.0,more days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
39012F,41.8,9.9,0.4,16.2,,,,,15.5,,19.2,20.0,4.7,16.0,more days than average per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,worse than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390133,-3.4,-1.0,17.1,15.5,12.6,12.0,5.0,1.0,13.8,9.4,21.1,20.1,6.2,18.4,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,no different than the national rate,worse than the national rate
390137,35.2,0.8,-17.9,15.0,11.2,9.6,5.2,0.9,14.8,9.5,18.0,19.3,4.3,15.8,more days than average per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390138,,-17.0,20.4,15.2,12.7,,,1.0,,,19.7,19.0,,15.7,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
390139,9.8,12.0,-17.9,15.0,12.0,8.9,5.0,1.0,14.3,,19.0,21.4,5.9,14.9,average days per 100 discharges,more days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
39013F,,-43.8,-21.3,13.7,,,,,13.9,,20.6,17.5,4.4,13.8,number of cases too small,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,,,,,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390142,30.1,8.9,36.9,15.4,13.6,10.5,5.4,0.9,14.5,10.7,17.8,20.6,4.7,16.3,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390145,-1.9,46.1,-1.2,14.6,12.3,10.4,4.8,1.0,12.7,10.7,17.7,22.0,6.1,15.6,average days per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390146,,1.5,36.8,15.2,12.5,10.7,5.4,0.9,,,19.0,19.4,4.2,16.8,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390147,,53.5,7.4,14.8,12.9,,,1.1,13.9,,17.4,21.6,,15.1,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390150,,,-7.2,15.1,,,,,,,,,,15.7,number of cases too small,number of cases too small,average days per 100 discharges,no different than the national rate,,number of cases too small,number of cases too small,,number of cases too small,,number of cases too small,number of cases too small,,no different than the national rate
390151,23.0,-11.1,-9.1,14.9,13.2,,,1.1,14.1,,18.5,18.6,,15.6,more days than average per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390153,-18.4,-2.1,2.0,15.3,12.0,,,1.2,13.2,,18.6,18.8,4.3,15.6,fewer days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390156,,24.3,114.5,15.0,13.5,13.2,5.0,1.1,13.4,,19.1,21.3,,17.1,number of cases too small,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390160,,4.9,53.9,15.6,12.9,,,1.0,,,,19.8,,16.3,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390162,,-14.0,-43.5,15.6,14.6,,,1.0,,,18.8,19.5,,15.4,,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390163,,-27.7,47.5,15.0,12.3,10.5,5.5,1.0,,,18.9,18.4,,17.7,number of cases too small,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390164,-0.6,-14.0,-15.2,15.1,11.2,8.1,4.6,1.0,14.2,12.8,18.5,19.9,4.4,14.8,average days per 100 discharges,fewer days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390168,6.7,-12.6,-6.1,14.9,12.9,9.5,4.7,1.0,13.8,10.9,18.9,18.6,,15.1,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390173,-17.6,35.1,-4.7,15.8,13.5,10.4,4.7,1.1,13.6,,17.7,21.2,5.0,15.9,average days per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390174,25.4,48.0,0.9,16.2,12.6,11.9,4.7,0.8,14.4,11.8,20.7,21.4,6.5,14.6,more days than average per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,worse than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,better than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate
390178,,-8.6,-10.4,15.9,13.8,8.4,6.5,1.1,,,18.5,19.4,5.1,16.2,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390179,8.1,-23.1,-2.0,14.5,12.9,9.6,4.1,0.9,14.0,11.4,18.3,18.8,4.7,14.6,average days per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390180,11.9,5.7,0.2,15.9,13.7,,,1.0,13.9,,17.8,20.3,,15.7,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390183,,19.8,-32.2,15.9,12.9,11.3,5.3,1.0,,,19.0,21.3,,15.2,number of cases too small,more days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390184,,,,15.7,12.7,,,,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,number of cases too small,,number of cases too small
390185,,-34.2,-2.6,15.0,13.3,12.9,5.0,1.0,,,17.8,17.6,4.5,15.2,number of cases too small,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390195,1.1,-5.6,13.2,15.7,12.6,10.7,5.0,0.8,13.3,10.4,18.8,18.0,5.8,17.1,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,better than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390198,,42.6,27.6,15.4,12.8,,,1.0,,,,20.1,,16.5,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,,,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390199,,14.9,31.2,15.5,13.4,13.3,5.0,1.1,,,,19.9,,16.2,number of cases too small,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390201,20.8,-16.8,17.3,14.9,12.4,8.7,5.4,1.1,14.6,10.9,18.9,18.4,6.0,16.8,more days than average per 100 discharges,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390203,25.2,-20.6,-3.8,15.5,10.3,9.5,5.2,0.9,14.7,12.0,17.2,20.2,5.1,16.3,more days than average per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,better than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390204,30.6,-8.7,-6.9,14.5,12.2,,,,13.8,,18.7,18.1,,15.6,more days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390211,-23.7,-0.7,-4.6,15.7,12.3,,,1.1,13.3,,17.7,20.5,4.8,15.6,fewer days than average per 100 discharges,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390217,,0.1,-22.7,15.8,13.2,10.9,4.5,,,,18.6,19.8,,15.0,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,,no different than the national rate,no different than the national rate,,no different than the national rate
390219,,3.2,-24.8,14.6,14.9,9.3,4.0,1.1,,,18.1,19.6,4.7,15.5,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390222,1.7,-28.7,6.4,14.5,14.1,,,1.2,13.6,,18.7,18.5,6.3,15.6,average days per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390223,11.8,-15.9,39.1,15.2,14.2,14.8,4.8,0.8,13.3,10.4,19.4,17.3,3.8,16.4,average days per 100 discharges,fewer days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390225,-25.3,-47.8,0.6,13.5,13.7,11.1,4.8,0.9,12.4,,18.5,16.5,,15.6,fewer days than average per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,better than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,better than the national rate,number of cases too small,no different than the national rate
390226,,24.2,-5.5,15.8,13.0,9.6,6.0,0.9,13.6,,18.6,20.2,4.4,16.0,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390228,16.1,1.4,-28.5,15.5,11.8,10.6,4.2,0.8,14.3,,19.5,21.4,4.2,14.6,more days than average per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390231,-9.0,15.1,25.5,17.1,12.4,,,1.0,13.3,10.4,18.7,22.0,5.1,18.5,average days per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,worse than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,worse than the national rate
390233,7.7,-5.2,-19.3,15.9,13.1,11.3,4.4,1.1,15.0,,18.1,18.9,4.6,15.2,average days per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390237,-4.5,27.8,24.7,15.5,13.2,10.2,4.9,0.9,13.1,10.4,18.0,20.3,,17.2,average days per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390256,-5.4,14.8,38.8,15.3,13.7,14.4,5.9,0.8,13.0,10.0,17.3,19.8,5.4,17.0,average days per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390258,-15.3,24.5,13.1,16.6,12.0,,,0.9,13.2,11.9,21.2,21.6,5.9,16.6,fewer days than average per 100 discharges,more days than average per 100 discharges,more days than average per 100 discharges,worse than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390265,23.5,-4.2,17.5,15.4,12.6,10.9,5.5,1.0,15.5,11.7,19.1,18.8,6.1,15.8,more days than average per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390266,,30.0,-6.4,14.1,14.5,11.6,5.4,1.0,,,,19.9,,15.3,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390267,1.9,9.8,8.9,16.5,12.5,10.4,5.1,1.0,13.5,12.0,18.7,19.6,4.3,17.4,average days per 100 discharges,average days per 100 discharges,average days per 100 discharges,worse than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390268,22.2,-8.0,-18.1,14.8,11.4,10.0,5.1,1.0,14.2,,18.2,19.8,4.7,16.0,more days than average per 100 discharges,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390270,-12.9,-0.2,12.4,15.6,13.4,13.8,4.2,0.7,12.9,9.8,17.2,19.8,4.7,17.3,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,worse than the national rate,no different than the national rate,better than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390304,,41.4,-13.2,15.5,12.5,,,,,,,19.7,,15.4,number of cases too small,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,number of cases too small,number of cases too small,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390307,,,,,,,,0.8,,,,,4.0,,,,,number of cases too small,,,,no different than expected,,,,,no different than the national rate,
390316,,,,16.0,12.2,,,0.9,,,,,6.3,,,,,no different than the national rate,no different than the national rate,,,no different than expected,,,,,no different than the national rate,
390322,,,,14.2,,,,0.7,,,,,3.5,,,,,no different than the national rate,,,,better than expected,,,,,no different than the national rate,
390323,,,,14.5,,,,1.0,,,,,3.8,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
390324,,,,14.7,,,,0.8,,,,,3.5,,,,,no different than the national rate,,,,no different than expected,,,,,no different than the national rate,
390325,,,,13.8,,,,0.7,,,,,3.4,,,,,no different than the national rate,,,,better than expected,,,,,better than the national rate,
390326,11.0,-18.1,-8.5,16.3,13.5,11.3,5.1,1.1,14.6,,18.2,19.4,,15.9,average days per 100 discharges,fewer days than average per 100 discharges,average days per 100 discharges,worse than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390327,,,,15.5,,,,0.8,,,,,,,number of cases too small,number of cases too small,number of cases too small,no different than the national rate,,,,no different than expected,number of cases too small,,number of cases too small,number of cases too small,number of cases too small,number of cases too small
390328,-22.2,14.0,15.3,15.0,13.5,10.7,4.8,1.0,14.0,,17.3,19.9,5.0,16.1,average days per 100 discharges,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390329,21.0,33.4,-4.8,15.6,13.1,10.3,4.8,0.9,13.9,10.6,17.4,20.7,,16.9,more days than average per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390330,30.4,12.0,7.9,15.2,12.4,10.2,6.0,1.1,14.0,,21.8,21.4,5.5,16.1,more days than average per 100 discharges,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390331,,,,,,,,1.0,,,,,,,,,,number of cases too small,,number of cases too small,number of cases too small,no different than expected,,,,,,
390332,,-8.4,14.0,14.4,12.7,,,1.1,,,17.8,19.8,,16.9,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
390333,,,36.7,14.6,,,,,,,,,,15.9,,number of cases too small,more days than average per 100 discharges,no different than the national rate,,,,,,,number of cases too small,number of cases too small,,no different than the national rate
390334,,1.5,-11.7,15.3,12.9,11.2,5.3,0.9,12.9,,,20.0,,15.4,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,no different than the national rate,,number of cases too small,no different than the national rate,number of cases too small,no different than the national rate
390335,,5.5,-32.6,15.9,13.8,,,1.0,,,20.1,19.7,5.1,16.2,number of cases too small,average days per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390336,,28.3,-22.6,15.8,13.3,,,1.1,,,18.4,20.7,4.3,15.4,number of cases too small,more days than average per 100 discharges,fewer days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,number of cases too small,,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate
390337,,50.1,8.5,14.6,12.9,9.5,6.2,1.0,,,,20.1,,16.2,,more days than average per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,no different than the national rate,no different than the national rate,no different than expected,,,number of cases too small,no different than the national rate,,no different than the national rate
390338,,-14.3,36.9,16.0,13.1,,,1.1,,,,19.6,4.7,15.9,,average days per 100 discharges,more days than average per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,,,number of cases too small,no different than the national rate,no different than the national rate,no different than the national rate
390339,,7.6,-10.8,15.1,13.7,,,1.2,13.3,,18.5,19.9,,15.8,number of cases too small,average days per 100 discharges,average days per 100 discharges,no different than the national rate,no different than the national rate,number of cases too small,number of cases too small,no different than expected,no different than the national rate,,no different than the national rate,no different than the national rate,number of cases too small,no different than the national rate
