facility_id,comp_score_comp_hip_knee,comp_score_hybrid_hwm,comp_score_mort_30_ami,comp_score_mort_30_cabg,comp_score_mort_30_copd,comp_score_mort_30_hf,comp_score_mort_30_pn,comp_score_mort_30_stk,comp_score_psi_03,comp_score_psi_04,comp_score_psi_06,comp_score_psi_08,comp_score_psi_09,comp_score_psi_10,comp_score_psi_11,comp_score_psi_12,comp_score_psi_13,comp_score_psi_14,comp_score_psi_15,comp_score_psi_90,comp_flag_comp_hip_knee,comp_flag_hybrid_hwm,comp_flag_mort_30_ami,comp_flag_mort_30_cabg,comp_flag_mort_30_copd,comp_flag_mort_30_hf,comp_flag_mort_30_pn,comp_flag_mort_30_stk,comp_flag_psi_03,comp_flag_psi_04,comp_flag_psi_06,comp_flag_psi_08,comp_flag_psi_09,comp_flag_psi_10,comp_flag_psi_11,comp_flag_psi_12,comp_flag_psi_13,comp_flag_psi_14,comp_flag_psi_15,comp_flag_psi_90
370228,4.2,3.9,,,,10.6,14.7,,0.6,,0.21,0.27,2.3,1.65,8.3,3.45,5.07,1.76,1.03,0.95,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
370234,,4.1,10.0,,9.2,10.1,13.6,,0.3,178.19,0.25,0.24,2.23,1.61,15.93,2.52,4.78,1.74,0.99,1.01,,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
370235,2.9,4.1,,,,9.5,14.3,,0.56,,0.21,0.26,2.29,1.64,7.95,3.11,4.89,,1.04,0.9,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
370236,,5.0,13.0,,8.5,12.6,16.9,14.4,0.39,,0.25,0.26,2.2,1.65,8.73,3.01,5.11,1.7,0.95,0.88,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
370237,,4.2,,,,11.1,17.2,,0.55,,0.21,0.27,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,
370240,,5.1,,,,,17.2,,0.61,,0.21,0.27,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,
370243,,4.0,,,,,,,0.59,,0.21,0.27,,,,,,,,0.99,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Value
370244,,4.0,,,,,,,0.62,,0.21,0.27,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,
370245,,,,,,,,,0.62,,0.21,0.27,,,,,,,,,,Number of Cases Too Small,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,
371300,,4.7,,,,11.2,18.0,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,,
371303,,3.8,,,,,14.8,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371305,,4.4,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
371307,,3.9,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,,
371309,,4.9,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
371312,,3.8,,,,,14.0,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,,,,,,,,,,,,
371313,,4.1,,,,,14.0,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371314,,4.0,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
371317,,3.9,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
371319,,4.6,,,,10.2,15.9,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,,
371321,,4.2,,,,,14.8,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371323,,5.9,,,,,24.0,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Worse Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371325,,4.5,,,,,15.8,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371326,,,,,,,19.9,,,,,,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371328,,4.8,,,8.9,,20.7,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371329,,5.1,,,,,18.9,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371330,,3.7,,,,,15.4,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,,,,,,,,,,,,
371331,,4.0,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,,
371332,,4.5,,,,,17.0,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371333,,3.9,,,,,15.0,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371334,,4.0,,,,,18.3,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371335,,,,,,,16.4,,,,,,,,,,,,,,,Number of Cases Too Small,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,,,,,,,,,,,,,
371336,,4.1,,,,,15.4,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371337,,4.1,,,,11.2,14.8,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371338,,,,,,,17.1,,,,,,,,,,,,,,,Number of Cases Too Small,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371340,,4.8,,,,,24.7,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,Worse Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371341,,4.5,,,,,18.4,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
371342,,4.8,,,8.2,14.5,17.6,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
380001,,4.2,,,10.9,11.3,17.1,16.0,0.43,,0.2,0.26,2.25,1.65,8.12,3.11,4.97,1.73,1.0,0.87,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380002,,4.4,11.3,,8.9,10.5,14.2,12.7,0.3,,0.24,0.25,2.43,1.62,7.89,2.77,4.8,1.64,0.92,0.81,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380004,4.6,3.5,11.8,1.6,6.1,10.6,13.4,12.0,0.32,210.44,0.28,0.22,1.81,1.32,8.53,2.24,4.0,1.54,0.94,0.76,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Value
380005,,4.3,,,,,15.4,,0.49,,0.2,0.27,2.28,1.66,8.83,3.29,5.09,1.74,1.02,0.92,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380007,,4.2,12.7,1.8,9.9,10.7,16.9,15.1,0.94,220.63,0.4,0.27,2.27,2.09,9.05,2.64,5.48,1.67,0.93,1.09,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380009,2.7,3.7,12.0,3.1,,10.0,17.7,13.3,0.66,150.45,0.25,0.24,2.27,2.42,10.99,6.83,7.35,1.98,1.38,1.31,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Value
380014,3.2,3.9,15.2,3.5,8.9,15.4,14.0,14.4,0.21,164.59,0.27,0.27,2.36,1.37,8.16,3.56,3.47,1.67,0.88,0.77,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380017,4.1,3.6,13.2,,8.8,11.0,14.8,13.1,0.7,198.64,0.28,0.28,1.94,1.44,8.89,2.88,4.99,1.87,1.18,0.97,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380018,,4.4,12.3,2.6,7.1,10.5,11.8,14.1,0.5,180.29,0.13,0.23,2.27,2.34,12.0,2.47,7.39,2.33,0.69,1.06,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380020,2.7,4.3,12.7,2.1,14.2,15.8,17.6,13.7,0.33,183.83,0.23,0.32,2.53,1.43,10.57,3.05,3.75,1.7,1.48,0.89,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380021,,3.9,12.4,,9.8,12.9,18.5,11.5,0.76,,0.26,0.38,2.22,1.58,8.06,3.14,4.85,1.74,1.28,1.0,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380022,2.6,4.1,,,9.1,13.5,14.6,13.1,1.04,,0.2,0.26,2.24,1.59,10.11,3.25,4.94,1.73,1.29,1.11,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380025,,3.9,12.5,,8.9,12.9,16.6,10.9,1.14,,0.19,0.3,2.16,1.61,7.78,5.24,4.79,2.06,1.18,1.16,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380027,,4.3,13.5,,11.9,14.1,17.3,22.1,0.31,,0.18,0.25,2.18,1.66,10.97,2.88,5.04,1.7,0.99,0.9,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380029,,3.9,,,,,14.6,,0.59,,0.21,0.27,2.64,1.66,11.75,3.42,5.18,,1.04,1.04,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
380037,,4.1,12.3,,,10.8,17.3,15.2,0.44,,0.2,0.26,2.28,,,3.29,,1.74,1.01,0.91,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380038,3.9,3.8,12.2,,,8.2,17.3,12.2,0.4,,0.2,0.26,2.6,1.66,8.12,3.58,6.03,1.73,1.02,0.93,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
38003F,2.8,,10.8,,6.7,7.6,11.5,,1.53,185.42,0.19,0.4,2.87,1.35,15.6,2.89,5.97,2.52,1.85,1.46,No Different Than the National Rate,,No Different Than the National Rate,,No Different Than the National Rate,Better Than the National Rate,Better Than the National Rate,,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Value
380047,3.0,3.8,12.5,2.1,8.6,15.2,13.9,16.6,0.83,170.8,0.27,0.21,2.38,1.99,7.13,3.95,3.37,2.19,1.09,0.97,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380050,3.1,4.5,14.0,,7.9,12.6,18.6,19.3,1.87,,0.18,0.25,2.11,1.62,8.0,3.59,4.75,1.7,1.23,1.3,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,Worse Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380051,4.0,3.5,14.9,3.7,7.4,15.1,18.0,13.2,0.9,189.84,0.37,0.31,3.1,2.96,13.22,4.56,8.27,1.82,1.16,1.43,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Value
380052,,4.2,,,7.0,12.7,13.4,,0.52,,0.21,0.27,2.33,,,3.37,,,1.05,0.95,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
380056,,4.4,,,,,20.2,,0.57,,0.21,0.27,2.32,1.67,9.07,3.37,5.17,1.75,1.33,0.97,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380060,,4.0,11.8,3.6,9.8,11.4,15.4,12.5,0.22,181.15,0.17,0.24,1.85,1.41,4.72,3.59,5.0,1.67,0.92,0.72,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380061,3.8,3.7,12.9,,8.4,9.9,13.9,16.2,0.4,154.26,0.15,0.25,2.13,1.73,6.68,3.49,7.18,1.68,1.23,0.92,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380071,,4.5,12.4,,8.0,13.9,17.6,15.9,0.44,,0.19,0.26,2.59,1.62,8.66,3.21,5.06,1.73,1.03,0.9,,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380075,3.8,4.0,13.2,,10.1,13.0,15.9,14.3,0.25,168.69,0.29,0.24,2.09,1.52,6.42,3.02,5.96,1.67,0.91,0.81,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380082,,4.1,12.1,,,13.3,17.2,14.4,0.45,,0.2,0.26,2.31,1.67,,3.75,,,1.03,1.02,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
380089,4.5,3.9,12.7,,10.1,13.4,15.6,13.4,0.27,205.52,0.17,0.24,2.59,2.01,10.49,3.74,5.09,2.01,1.13,0.94,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380090,3.5,4.0,13.2,,9.2,14.9,17.9,16.5,1.18,168.57,0.3,0.35,1.92,2.21,8.17,3.31,4.15,2.23,1.78,1.15,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
380091,,3.8,12.2,,,11.6,13.4,12.3,2.16,,0.31,0.25,2.3,1.58,7.1,3.35,4.69,1.72,0.97,1.36,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Worse Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
